text,channel_id
Посевная кампания в ДНР в этом году проходит легче чем в 2022м рассказал РИА Новости глава одного из местных предприятий,-1001101170442
Враг вводит резервы пытаясь прорвать нашу оборону на Запорожском фронте Днем враг провел разведки боем и с вечера много часов вел артподготовку до самой ночи пытаясь подавить наши огневые точки. Множество снарядов рвались на передовых позициях. Затем в бой пошли несколько бронегрупп с ротными тактическими группами. 291 полк разведка и спецназ с часу ночи ведут непрерывные бои. Вторая волна к 5 утра привела противника к небольшому успеху они заняли одну высоту и теперь пытаются удержать на ней и развить успех. Наши вели в бой первые резервы танкисты и мобильные бронегруппы вступили в бой. Гаубицами и РСЗО ведут огонь не переставая заваливая линию фронта тоннами снарядов. Тяжелейшие бои продолжаются враг подтягивает силы. t.meRVvoenkor,-1001355540894
Доброе утро Крым Сегодня отличная погода Проведите этот солнечный день с пользой Подробный прогноз В Симферополе 26 и малооблачно В Севастополе 24 и ясно В Евпатории 27 и ясно В Джанкое 25 и малооблачно В Ялте 24 и ясно В Алуште 24 и малооблачно В Керчи 25 и малооблачно В Армянске 25 и малооблачно В Бахчисарае 26 и малооблачно В Феодосии 24 и ясно В Судаке 24 и малооблачно Крым 24 tvcrimea24,-1001147336903
Доброе утро Страна Как и предсказывал Рогозин хохол попер в атаку в районе Орехова. На данный момент серьёзных успехов в данном районе не достиг. Бой продолжается парни держат Запорожское направление не допуская серьёзного прорыва обе стороны задействовали резервы.,-1001797434593
ЦБ изза санкций смягчил контроль за внешнеторговыми операциями компаний. Санкции и усложнение международных расчетов потребовали от ЦБ смягчить подход к оценке подозрительных операций сообщили РБК в Банке России. Но регулятор попрежнему способен отличать платежи бизнеса от вывода денег за границу. banksta,-1001136626166
Пошли птички Аллигаторы Ночные охотники и истребители прямо сейчас атакуют наступающие силы врага на Запорожском фронте Под г. Орехов гул авиации истребители фронтовые бомбардировщики наносят удары по местам скопления бронегрупп и пехоты ВСУ. Ударные вертолеты Ка52 и Ми28 атакуют наступающую бронетехнику врага управляемыми ракетами. t.meRVvoenkor,-1001355540894
Минобороны РФ опубликовало видео с нанесением ударов вертолётами Ка52 по силам Украины на южнодонецком направлении,-1001101170442
Депутаты Заксобрания Красноярского края на сессии наделили эксгубернатора Усса полномочиями члена Совета Федерации РФ,-1001101170442
Женское лицо российского космоса Терешкова Валентина Владимировна Герой Советского Союза генералмайор в отставке 6й космонавт нашей страны 10й космонавт мира Первая в мире женщина совершившая космический полёт Крым 24 tvcrimea24,-1001147336903
Брифинг1. Инициатором африканской миротворческой идеи считается основатель НКО Brazzaville Foundation 78летний французский бизнесмен ЖанИв Оливье биография которого на протяжении нескольких десятилетий была тесно связана с африканским континентом в том числе с миротворческой деятельностью. В качестве точки для переговоров он называет решение вопросов связанных с зерном долгосрочное продление зерновой сделки и масштабным обменом пленными. По его словам африканский континент сильно страдает изза продолжающегося конфликта в частности изза проблем связанных с резким ростом цен на энергоносители и с поставками зерна и удобрений. Под влиянием Оливье президент ЮАР С.Рамафоса пытается активно нарастить миротворческие инициативы и выступает статусным посредником. При этом Ж.И.Оливье находится в контакте с заместителем главы МИД РФ М.Богдановым с которым он периодически встречается. По слухам американские высокопоставленные лица называют госсекретаря США Э.Блинкена поспособствовали установлению связей между Ж.И.Оливье и В.Зеленским. ПОДПИСКА.,-1001099350027
delovie_lydi_rf Разумное. После взрывов разбиты два окна и оборвало линию электропередач,-1001099350027
Экономическое чудо Германии заканчивается. Согласно исследованиям проведенным правительственным институтом численность рабочей силы 47 млн человек в стране перестала расти. Те дни прошли заявил ранее в этом году банк развития KfW. Фундамент для дальнейшего роста благосостояния рушится. В течение следующего десятилетия предложение рабочей силы сократится на 3 млн человек или на 7 если только выходящих на пенсию немцев не заменит значительный приток мигрантов. Просто для того чтобы рабочей силе оставаться на прежнем уровне стране требуется 400 000 новичков в год. Численность населения трудоспособного возраста фактически достигла своего пика в конце прошлого века но Германии удалось на некоторое время предотвратить демографический спад благодаря прибытию миллионов иммигрантов и росту числа женщин идущих на работу. Но обе тенденции сейчас сходят на нет. banksta,-1001136626166
Белый дом Разрушение Каховской ГЭС было бы невозможным если бы российская армия не вторглась в Украину а потому именно РФ ответственна за то что произошло.,-1001099350027
Председатель узбекского Общенационального движения Юксалиш Бобур Бекмуродов ответил на инициативу лидера партии Справедливая Россия Сергея Миронова отменить странам Средней Азии уголовное наказание за участие их граждан в СВО. На мой взгляд Миронову лучше работать над собственным законодательством чем негативно реагировать на этот вопрос. Потому что вопервых в самой РФ существует уголовная ответственность за вербовку. Статья 359 УК РФ предусматривает уголовную ответственность за вербовку. И определено что вербовкой считается деяние лица не являющегося гражданином страны участвующей в военном конфликте и не проживающего постоянно на территории этой страны с целью получения материальной выгоды.,-1001099350027
В 1901 году когда скончалась королева Виктория один из английских лордов предложил принять закон по которому престол имеет право занимать только женщина. Таков был вклад Виктории в могущество и благополучие своей страны. Сегодня женщины определяют политику экономику образ жизни и ценности целых государств. Однако в большинстве стран в том числе нашей женщине попрежнему трудно пробить себе дорогу. Непонимание близких нечестные условия конкуренции с мужчинами неоднозначное отношение общества всё это приходится преодолевать женщине стремящейся реализовать свои лидерские способности и амбиции. Такое положение дел несправедливо и неразумно считает Виктория Шухат эксперт в сфере управления и личностного роста. В новой колонке она расскажет как женщине развить лидерские качества и без потерь взять бразды правления в свои руки. ,-1001098860759
Пермская общественная палата выступила с резонансным предложением организовать художественные советы для согласования выставок концертов и спектаклей в рамках госзадания. По словам одного из авторов этого предложения эксминистра культуры Игоря Гладнева сейчас патриотическая общественность не может влиять на формирование творческих проектов. И то что сейчас создается в краевых учреждениях культуры по госзаданию порой обескураживает патриотов.kommers_perm,-1001099350027
Роскомнадзор заблокировал сайты ОВДИнфо на территории России.,-1001099350027
ОАК модернизировал ИЛ96.,-1001099350027
 На крыше долгостроя расположенного на набережной Брюгге в столице Марий Эл начали менять деревянные перекрытия. В последние дни на крыше долгостроя расположенного по адресу площадь имени В.П. Никонова дом 1А были замечены свежие деревянные перекрытия которыми рабочие заменяют старые изрядно обветшавшие. При этом неизвестно связаны ли ремонтные работы с завершением строительства здания которое простаивает еще со времен эксглавы Марий Эл Леонида Маркелова. Осенью 2021 года республиканские СМИ писали что долгострой в рамках стратегического проекта Университет как центр прорывных медицинских наукоёмких и образовательных технологий должен превратиться в медикофармацевтический кластер МарГУ для развития медицинского факультета и увеличения мест для практики студентов. Однако на этом судя по всему все закончилось потому что на сегодняшний день здание остается недостроенным.,-1001098860759
Картель по продаже сахара выявлен сотрудниками УФСБ в Хакасии. По делу о создании картельного сговора проходят руководство одной из компаний и пятеро индивидуальных предпринимателей. Им предъявлено обвинение. Подозреваемым грозит до шести лет лишения свободы.kommersant_siberia,-1001099350027
Смышлёная кошка выбралась из пожара навстречу спасателям в Ленобласти Дачный дом загорелся во Всеволожске хозяева успели схватить документы и собаку а кошка в суматохе кудато потерялась. К приезду пожарных она вылезла на подоконник и мирно пошла в руки спасателя. Успела надышаться дыма однако осталась цела и здорова её передали в руки соседей.,-1001166834860
 курсы_валют,-1001000499465
Гендиректор Укргидроэнерго Игорь Сирота заявил что Каховская ГЭС не подлежит восстановлению и придется отстраивать новую станцию. По его мнению на это может уйти минимум пять лет.,-1001394050290
Брифинг2. Силовые структуры России исходят теперь из того что украинская сторона способна развязать настоящую диверсионную войну на территории России а ВСУ готовы к перенесению военных действий на российскую территорию. Власти в Москве и на местах силовые структуры страны как показали события прошлого месяца оказались не готовы к такому повороту событий. По словам источника в ближайший месяцдва должны быть решены вопросы по усилению режима безопасности. Активизируется работа контрразведки. Необходимо исходить из того что в конце мая Верховный Суд России выпустил разъяснение согласно которому объявленную в сентябре 2022 года частичную мобилизацию нельзя считать завершенной поскольку об этом не было соответствующего указа. Все это дает властям широкие возможности для пополнения личного состава ВС России не прибегая к объявлению второй волны мобилизации которая как предполагают в российских властных структурах может спровоцировать социальное недовольство в стране. ПОДПИСКА.,-1001099350027
Маленькие иногда будто незначительные события в прошлом могут изменить всю жизнь. Смотрите все серии Сансары с Павлом Деревянко и Кристиной Асмус только в подписке Okko Оформить подписку Оптимум на 30 дней за 1 уже сегодня,-1001136626166
Украинские войска нужно отодвинуть как минимум на 500 км от административных границ новых регионов новый рубеж мог бы пройти по Днепру но в дальнейшем нужно освобождать всю территорию Украины заявил РИА Новости Пушилин,-1001101170442
Переговоры о покупке российской сети Adidas c немецкой компанией ведут турецкая сеть FLO Retailing и ближневосточная Daher Group рассказали Ведомостям два источника среди консультантов по недвижимости. Переговоры находятся на продвинутой стадии когда отсеялось большинство кандидатов а закрытие сделки ожидается к осени. Процесс сворачивания российского бизнеса компании сейчас продолжается как и было анонсировано в октябре 2022 г. уточнил Ведомостям представитель головной компании Adidas. Он не опроверг информацию о том что компания ищет покупателя и ведет переговоры с FLO Retailing и Daher Group. Приоритет для Adidas сейчас ответственный подход к процессу и поддержка сотрудников и партнеров которых затрагивает это решение добавил он.,-1001099350027
Изза неопределенности на фронте Прямая линия с Путиным переносится на ноябрьдекабрь. Тогда же ожидается и выдвижение.naralex88 ,-1001099350027
Уровень воды в Каховском водохранилище уже снизился примерно на 28 метра после прорыва дамбы утром во вторник и достиг 1403 метра 7 июня в 1800 по местному времени заявил глава МАГАТЭ Гросси.Если уровень опустится ниже 127 метров ЗАЭС уже не сможет перекачивать воду из водоема на площадку. Поскольку полный масштаб повреждения дамбы остается неизвестным невозможно предположить когда это произойдет. Но если нынешняя скорость падения будет продолжаться критический уровень будет достигнут в течение следующих двух дней предполагают в МАГАТЭ. Готовясь к такому сценарию ЗАЭС постоянно пополняет свои запасы воды включая большой прудохладитель рядом со станцией а также меньшие прудыохладители и близлежащие каналы путем закачки воды из Каховского водохранилища пока она это еще возможно.Когда они заполнятся этих источников воды будет достаточно для обеспечения станции водой необходимой для охлаждения шести реакторов а также отработанного топлива в течение нескольких месяцев считают в МАГАТЭ. Несмотря на то что все шесть реакторов ЗАЭС остановлены им все еще нужна вода для охлаждения чтобы предотвратить расплавление топлива и возможный выброс радиоактивных материалов сказал Гросси.,-1001099350027
Еще один человек погиб в Димитровграде от Мистер Сидра. В крови 60летнего погибшего мужчины также был обнаружен метанол. Таким образом число погибших в Ульяновской области увеличилось до 21 человека.,-1001378813139
ВСУ осуществляют попытки полномасштабного наступления в Запорожской области РФ в течение трехчетырех дней сообщили власти региона.,-1001099350027
 Новости к этому часу Журналист добился от Microsoft чтобы в новом поиске в Edge можно было найти Chrome а не получать в ответе рекламу Bing В Германии грузовое судно на автопилоте столкнулось с морской ветряной турбиной Найден мостик перехода от электроники к фотонике Яндекс запустил в Москве роботакси Apple представила инструмент Game Porting Tool для переноса и оптимизации игр на macOS Яндекс Лаборатория Касперского и Сбер стали лидерами по числу патентов в области цифровых технологий Сбер открыл доступ к платформе синтеза и распознавания речи SaluteSpeech без ограничений по способу применения В Англии изучат влияние безусловного дохода на здоровье в рамках проекта 30 человек будут ежемесячно получать 16 тыс Историки из Стэнфордского университета создали интерактивную карту Римской империи 200 года н.э. ФОТО В России планируют запустить портал Пушкин Цифровой с рукописями и черновиками ,-1001032086354
Анализ ситуации на фронте от врагов Основное из выводов американского Института изучения войны Российские войска продолжают наносить наземные удары в районе Кременной. Российские силы продолжают ограниченные наземные атаки вдоль линии АвдеевкаДонецк. РосСМИ утверждают что 7 июня ВСУ попытались нанести наземные удары по административной границе между Донецкой и Запорожской областями. Разрушение плотины Каховской ГЭС существенно меняет географию и топографию Херсонского прифронтового участка на юге Украины. Российские власти продолжают устанавливать программы патронажа между субъектами РФ и освобожденными территориями с целью их интеграции в состав России. t.meRVvoenkor,-1001355540894
Бюст женщины Пикассо был продан с аукциона за 300 миллионов рублей В немецком Кёльне состоялась продажа полотна написанного знаменитым художником за 2 года до смерти. На картине изображена вторая жена Пабло Пикассо француженка Жаклин Рок которая была младше него на 46 лет. За всю жизнь он написал порядка 400 её портретов. Организаторы аукциона думали что картина будет куплена не больше чем за 25 миллиона евро. Однако в ходе торговли один швейцарец предложил за полотно 34 миллиона евро что и стало финальной ценой по лоту.,-1001166834860
Генштаб ВСУ фактически отверг версию Зеленского и СНБО Украины о томчто Россия взорвала Каховскую ГЭС. Россияне не были готовы к последствиям катастрофы на плотине Каховской ГЭС поэтому понесли потери в живой силе оружии и технике. Затоплены российские полевые склады с боеприпасами провизией также потеряна автомобильная и бронетанковая техника.,-1001099350027
По итогам мая опрошенные Коммерсантом банки отмечают рекордные объемы выдачи автокредитов. В прошедшем месяце в России было выдано 81 тыс. автокредитов почти на 118 млрд руб.,-1001394050290
 Часть Симферополя осталась без света Электричества не будет до 1700 изза ремонтных работ. Список адресов смотрите на нашем сайте. Крым 24 tvcrimea24,-1001147336903
Правительство подготовило дополнительные меры в сфере деофшоризации по поручению президента Владимира Путина. Бизнес в ключевых секторах и отраслях должен действовать в российской юрисдикции. Это базовый принцип подчеркивал он в послании Федеральному собранию в феврале 2023 года.,-1001099350027
О том что понеслась мы сказали за много часов до того как об этом начали говорить все. Но вот исполнение пока смущает. Сильно мощно хаймерсы артиллерия очень много живой силы Но нет никакой хитрости что ли. В лоб. Там где ждали. Несмотря на занятые позиции потери значительные. Посмотрим.,-1001343028414
Бежавший из России Евгений Чичваркин утверждает что Россия справляется с санкциями и экономика продолжает работать. banksta,-1001136626166
Корреспондент РИА Новости побывал в центре и на окраинах Шебекино пообщался с местными жителями и увидел последствия обстрелов со стороны украинских войск,-1001101170442
Российские военные при помощи дронакамикадзе Ланцет3 уничтожили радиолокационную станцию зенитного ракетного комплекса IRIST поставленного Киеву странами НАТО следует из опубликованного видео Минобороны РФ,-1001101170442
Кадровые агентства Урала фиксируют рекордную нехватку предложения на рынке труда. По данным портала hh.ru по итогам мая на одну вакансию в Свердловской области приходится всего 25 резюме. При этом комфортным для рынка считается показатель 579 резюме на одну вакансию. Он говорит о достаточном выборе работы у соискателей и кандидатов у работодателей. Значение этого показателя ниже четырех резюме на вакансию свидетельствует о том что на рынке труда есть дефицит кадров. В Свердловской области максимальные значения предложения за последнее время были зафиксированы в апрелемае 2022 года 46 резюме на вакансию однако затем оно начало снижаться. По итогам мая 2023 года уровень конкуренции за рабочие места опустился до 25 резюме на вакансию и это рекордно низкий показатель с начала 2021 года. Данные изменения говорят о тренде на усиление дефицита кадров в регионе. Для сравнения в целом по России показатель конкуренции составил в мае 36 резюме на вакансию а в Уральском ФО 28 резюме на вакансию причем здесь он также упал до минимальных значений.,-1001099350027
Губернатор Кожемяко получил сигнал от Кремля. Его неумеренная энергия быть везде первым и личный пиар за бюджет начинает серьезно напрягать в московских коридорах власти да и в московских гостиных.,-1001099350027
Еще один поджог релейных шкафов. На этот раз в Ростовской области. По данным Базы в ночь на 7 июня неизвестные подожгли релейный и батарейный шкафы в районе станции Хапры. В результате поджога произошло срабатывание лобной занятости нескольких участков перегона Хапры РостовЗападный. На месте поджога сотрудники полиции обнаружили две пятилитровые пластиковые тары а также 10литровую канистру и полимерную бутылку. По факту поджога возбуждено уголовное дело по статье 167 УК РФ.,-1001378813139
В Новой Каховке снижается уровень воды после наводнения изза разрушения Каховской ГЭС 18 НАСТОЯЩИЙ МАТЕРИАЛ ИНФОРМАЦИЯ ПРОИЗВЕДЕН РАСПРОСТРАНЕН И ИЛИ НАПРАВЛЕН ИНОСТРАННЫМ АГЕНТОМ ПИВОВАРОВЫМ АЛЕКСЕЕМ ВЛАДИМИРОВИЧЕМ ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА ПИВОВАРОВА АЛЕКСЕЯ ВЛАДИМИРОВИЧА __Уровень воды снизился на 12 метра. Эвакуационные и спасательные мероприятия продолжаются начинается откачка воды__ сообщили в российской администрации Новокаховского городского округа По словам главы российского правительства Херсонской области Андрея Алексеенко пик наводнения смещается от города Алешки к Голой Пристани самая сложная ситуация сложилась в прибрежных селах и городских кварталах этих территорий. __Во многие места сейчас не добраться даже на спецтехнике только на лодках. Спасатели работают безостановочно но людей кому нужна помощь очень много. Расстояния между населенными пунктами большие__ рассказал он добавив что скорость течения Днепра увеличилась в 10 раз. Генеральный директор Укргидроэнерго Игорь Сирота заявил что Каховская ГЭС не подлежит восстановлению станцию придется строить заново. __Чтобы построить новую станцию нужно минимум пять лет в режиме 247 ... Ведь мы еще не знаем полных масштабов разрушений повреждена не только станция но и переезды водоснабжение газоснабжение. Это сложный гидроузел на перестройку которого необходимо время__ передает его слова украинский штаб по ликвидации последствий разрушения Каховской ГЭС. По данным украинских властей в Корабельном районе Херсона затопило более 1800 домов из затопленных районов эвакуировано более 1900 человек. Владимир Зеленский заявил что разрушение плотины Каховской ГЭС не помогает в контрнаступлении и не облегчает его,-1001429590454
Производство микросхем в Китае оказалось под угрозой. Важная информация. Для Китая значимый риск. США давно призывают Нидерланды и Японию присоединиться к санкциям против Китая в сфере поставок литографического оборудования. По информации South China Morning Post новые экспортные ограничения Японии на 23 типа оборудования и материалов связанных с чипами которые вступят в силу в июле должны нарушить план самообеспечения Китая полупроводниками. Эти меры требуют специального разрешения на экспорт 23 видов товаров в любую страну не входящую в список 42 дружественных рынков согласно инсайдерам и списку с которым ознакомилось издание South China Morning Post. Япония как и Нидерланды прямо не упоминала Китай в своих объявлениях о контроле за экспортом. Вместо этого официальные лица Токио заявили что экспорт подпадает под действие Закона об иностранной валюте и внешней торговле который регулирует экспорт японского оружия и других товаров которые могут быть использованы для военных целей. В список попало оборудование для литографии в глубоком ультрафиолете DUV которое печатает чипы на пластинах с длиной волны лазера 193 нм и может использоваться для изготовления чипов до 14 нм. Большинство инструментов включённых в список представляют собой оборудование необходимое для так называемого предварительного изготовления полупроводниковых микросхем. По словам инвестора в чиповое оборудование пожелавшего остаться неназванным ограничения могут распространяться и на бывшее в употреблении оборудование. Если Япония последует примеру США и полностью ограничит экспорт машин для производства микросхем китайские исследования и разработки в области производства микросхем потерпят крах сказал инженер пекинского производителя полупроводникового оборудования.,-1001348891598
Кинбурнская коса ожидаемо стала островом. Ожидаем выселения Робинзонов,-1001343028414
В Московской области задержали бармена который поджег релейный шкаф на железной дороге. Мужчина признался что сделал это по собственной инициативе. Поджог произошел в конце апреля первым его заметил начальник караула станции. Горел релейный шкаф на переезде Пожитково Большое окружное кольцо МЖД предназначенный для регулировки переезда. Нарушений в движениях поездов не произошло. Через полтора месяца оперативники смогли выйти на след поджигателя. Им оказался 35летний Владимир Малина из Москвы работающий барменом. Мужчина пояснил что сам решил поджечь шкаф и ни с какими кураторами не списывался. На Владимира возбудили уголовное дело по статье Диверсия ему грозит до 10 лет лишения свободы.,-1001378813139
После провала 20202021гг. фиксируется рост субъектов малого и среднего предпринимательства однако он обеспечивается только за счет микропредприятий. Количество малых предприятий сокращается с 2017г. тенденция не усилилась в пандемийное время однако не изменилась и за последний год. Если в середине 2017г. в России было 266 тыс. малых предприятий то в 2023г. 211 тыс. сокращение за 6 лет более чем на 20. Количество средних предприятий после ощутимого сокращения в 2020г. очень медленно восстанавливается фактически на уровне погрешности так что их общее количество на середину 2023г. 18 тыс. попрежнему меньше чем было в 2018г. 20 тыс. В то же время микропредприятия показывают уверенный рост более 6 млн в 2023г. что превышает на 100 тыс. максимальный уровень достигнутый в 2019г. russica2,-1001099350027
После реконструкции к 15 июня на КПП Верхний Ларс будет работать 39 полос из них 15 для грузового транспорта. Пропускная способность для грузовиков вырастет с 12 до 15 тыс. машин в день.,-1001201661496
Врио главы ДНР Денис Пушилин заявил что освобождения новых регионов России уже недостаточно и нужно отодвигать противника минимум на 500 км,-1001783083983
Доброе утро.,-1001498939244
В направлении нахрюка хохол активно пользует авиацию. Армейскую авиацию одиночными вертолетами. Скорее всего для эвакуации сильно подраных.,-1001498939244
Организаторы форума РоссияАфрика в Петербурге приостановили рассмотрение заявок для участия в нем. Причины организаторы не объясняют.,-1001099350027
Единоразовые выплаты в размере 10 тысяч рублей начнут получать с 9 июня жители приграничных населённых пунктов Белгородской области которых временно отселили изза обстрелов губернатор региона Гладков,-1001166834860
 Транскаспийский международный транспортный маршрут связывающий Китай с Европейским Союзом открывает новые возможности для торговли и инвестиций. Об этом заявил президент Казахстана КасымЖомарт Токаев на пленарной сессии международного форума Астана. __Этот маршрут позволит сократить время перевозки товаров через Индийский океан почти вдвое__. отметил президент.,-1001099350027
